Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
5647,"All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.",Joey,neutral,neutral,571,0
5648,"Can we please focus here, a naked man?s life hangs in the balance!",Ross,fear,negative,571,1
5649,I?m telling you he?s dead. What we are about to have here is a dead fat guy on a stick.,Phoebe,anger,negative,571,2
5650,"All right, ladies and gentlemen, let?s poke.",Joey,neutral,neutral,571,3
5651,Steady.,Joey,neutral,neutral,571,4
5652,Steady.,Joey,neutral,neutral,571,5
5653,"Okay, a little higher.",Joey,neutral,neutral,571,6
5654,Careful of the angle.,Joey,neutral,neutral,571,7
5655,"Okay, okay, we?re approaching the window  Thread the needle.",Joey,neutral,neutral,571,8
5656,Thread the needle.,Joey,neutral,neutral,571,9
5657,He?s alive! He?s a-live!!!,Phoebe,joy,positive,571,10
5658,"And yet, we?re still poking him.",Monica,disgust,negative,571,11
5659,"Okay, retract the device, retract the device.",Joey,neutral,neutral,571,12
5660,He does not look happy.,Ross,anger,negative,571,13
5661,"Hey-hey, now he?s showing us his poking device.",Rachel,surprise,positive,571,14
5662,"Hey, that?s never gonna make it all the way over here, buddy!",Joey,anger,negative,571,15
5663,"Well they have uh, some unusual pet names for each other.",Rachel,sadness,negative,572,0
5664,"Including umm, evil bitch and uh, sick bastard.",Rachel,disgust,negative,572,1
5665,Oh God oh!,Rachel,surprise,negative,572,2
5666,Contraction!,Rachel,surprise,negative,572,3
5669,Are you looking at her?!,Evil Bitch,anger,negative,572,6
5670,No!,Sick Bastard,anger,negative,572,7
5671,Don?t you look at her you sick bastard!,Evil Bitch,anger,negative,572,8
5672,Honey I swear! I wasn?t looking at her!,Sick Bastard,fear,negative,572,9
5673,She?s in labor! You like that you sick son of a bitch!,Evil Bitch,anger,negative,572,10
5674,"Umm. Umm, I?m-I?m just gonna?",Ross,neutral,neutral,572,11
5675,See? See? It was because you were looking fat pervert!,Evil Bitch,anger,negative,572,12
5676,"No-no, I?m?I?m sure no one was looking. Just want some privacy.",Ross,neutral,neutral,572,13
5677,You miss your girlfriend?,Evil Bitch,neutral,neutral,572,14
5678,Just ignore them.,Ross,neutral,neutral,572,15
5679,Ross.,Rachel,neutral,neutral,572,16
5680,What? What?,Ross,fear,negative,572,17
5681,He?s looking at me.,Rachel,neutral,neutral,572,18
5682,Hey! You wanna live to see your baby?!,Ross,anger,negative,572,19
5683,Don?t you talk to my husband like that you stupid bastard!,Evil Bitch,anger,negative,572,20
5684,Pat Sajak?,Phoebe,neutral,neutral,573,0
5685,Yep!,Rachel,joy,positive,573,1
5686,Alex Trebek?,Phoebe,neutral,neutral,573,2
5687,"Oh, of course!",Rachel,joy,positive,573,3
5688,Chuck Woolery?,Phoebe,neutral,neutral,573,4
5689,"Definitely! Phoebe, you will not find a single game show host, who?s ass I cannot kick.",Rachel,joy,positive,573,5
5690,Say it!,Rachel,joy,positive,573,6
5691,Say we are unagi!,Phoebe,joy,positive,573,7
5692,It?s not something you are! It?s something you have!,Ross,anger,negative,573,8
5693,Say it!,Rachel,joy,positive,573,9
5694,"Y?know what? I can easily get out of this, but there is a chance you can get very, very hurt!",Ross,anger,negative,573,10
5695,"Hey, Rach, can I borrow your eyelash curler, I think I lost mine.",Monica,neutral,neutral,574,0
5696,"Yeah, it's in there.",Rachel,neutral,neutral,574,1
5697,Oh! Ohh! Oh!!,Joey,surprise,negative,574,2
5698,"Joey, can I talk to you for a second?",Chandler,neutral,neutral,574,3
5699,Oohh!! Ohh! Oh-oh-oh! Oh-oh!!,Joey,surprise,negative,574,4
5700,oooooooooooooohhhhhhhhhhh,Joey,surprise,negative,574,5
5701,Yes. Yes.,Chandler,neutral,neutral,574,6
5702,You?!  And-and you?!,Joey,surprise,negative,574,7
5703,"Yes, but you cannot tell anyone! No one knows!",Monica,joy,positive,574,8
5704,How?! When?!,Joey,surprise,negative,574,9
5705,It happened in London.,Chandler,neutral,neutral,574,10
5706,IN LONDON!!!,Joey,surprise,negative,574,11
5707,The reason we didn't tell anyone was because we didn't want to make a big deal out of it.,Chandler,neutral,neutral,574,12
5708,But it is a big deal!! I have to tell someone!,Joey,surprise,negative,574,13
5709,No-no-no-no-no! You can't!,Chandler,fear,negative,574,14
5710,"Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.",Monica,fear,negative,574,15
5711,"All right! Man, this is unbelievable! I mean, it's",Joey,surprise,negative,574,16
5712,"I know, it's great!",Monica,joy,positive,574,17
5713,"Aww, I don't want to see that!",Joey,disgust,negative,574,18
5714,We're so stupid! Do you know what's going on in there? They're trying to take Joey!,Phoebe,sadness,negative,574,19
5715,"And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb.",Julie,neutral,neutral,575,0
5716,"Mrs., Mrs. Gobb?",Rachel,neutral,neutral,575,1
5717,"No Cobb, as in cobb salad.",Julie,neutral,neutral,575,2
5718,"Now, what exactly is in a cobb salad?",Rachel,neutral,neutral,575,3
5720,What're we gonna do? What're we gonna do?,Chandler,fear,negative,576,0
5721,"Uh, uh, we'll flip for it. Ducks or clowns.",Joey,neutral,neutral,576,1
5722,"Oh, we're gonna flip for the baby?",Chandler,surprise,negative,576,2
5723,You got a better idea?,Joey,neutral,neutral,576,3
5724,"All right, call it in the air.",Chandler,neutral,neutral,576,4
5725,Heads.,Joey,neutral,neutral,576,5
5726,Heads it is.,Chandler,neutral,neutral,576,6
5727,Yes! Whew!,Joey,joy,positive,576,7
5728,We have to assign heads to something.,Chandler,neutral,neutral,576,8
5729,"Right. Ok, ok, uh, ducks is heads, because ducks have heads.",Joey,neutral,neutral,576,9
5730,What kind of scary-ass clowns came to your birthday?,Chandler,anger,negative,576,10
5731,"Okay, some tricks of the trade.",Joey,neutral,neutral,577,0
5732,"Now, I?ve never been able to cry as an actor, so if I?m in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling.",Joey,neutral,neutral,577,1
5733,"Or ah, or, let?s say I wanna convey that I?ve just done something evil.",Joey,neutral,neutral,577,2
5734,"That would be the basic ?I have a fishhook in my eyebrow and I like it?  Okay, let?s say I?ve just gotten bad news, well all I do there is try and divide 232 by 13.",Joey,neutral,neutral,577,3
5735,And that?s how it?s done.,Joey,neutral,neutral,577,4
5736,"Great soap opera acting tonight everybody, class dismissed.",Joey,joy,positive,577,5
5737,"Hey, Mr. Trib.",Student,neutral,neutral,577,6
5738,Hey-hey.,Joey,joy,positive,577,7
5739,Then I?m gonna have to ask you to keep it down.,Phoebe,neutral,neutral,578,0
5740,Who are you?,Mr. Heckles,surprise,negative,578,1
5741,"Hi, I?m Eric, I?m gonna be Chandler?s new roommate.",Eric,neutral,neutral,578,2
5742,I?m Chandler?s new roommate.,Mr. Heckles,surprise,positive,578,3
5743,I-I-I don?t think so.,Eric,surprise,negative,578,4
5744,I could be Chandler?s new roommate.,Mr. Heckles,surprise,positive,578,5
5745,"But, he told me over the phone.",Eric,surprise,negative,578,6
5746,He told me in person.,Mr. Heckles,neutral,neutral,578,7
5747,That?s weird.,Eric,surprise,negative,578,8
5748,"Well, I?m going to go into my new apartment now.  Ehh!",Mr. Heckles,joy,positive,578,9
5749,Hey! Look who I found!,Phoebe,surprise,positive,579,0
5750,"Oh, hey guys!",Chandler,joy,positive,579,1
5751,"Y?know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden.",Phoebe,neutral,neutral,580,0
5752,"Yes, if the presents are hidden south for the winter.",Chandler,neutral,neutral,580,1
5753,Or we could just follow your clever jokes ? any ideas?,Phoebe,neutral,neutral,581,0
5755,Didn?t think so!,Phoebe,neutral,neutral,582,0
5756,"Okay, c?mon guys, show us where the presents are!",Phoebe,neutral,neutral,583,0
5757,"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that?s as good as garbage?",Chandler,anger,negative,583,1
5758,"Hmm, how about my azzz?",Phoebe,neutral,neutral,583,2
5759,"Hey, this is hollow.",Rachel,neutral,neutral,583,3
5760,What?,Phoebe,surprise,negative,583,4
5761,"This bench, it?s hollow! I can?t believe I never knew that!  Oh, the presents!!!",Rachel,surprise,negative,583,5
5762,"No, don?t look directly at them!",Phoebe,fear,negative,583,6
5763,What?,Chandler,surprise,negative,583,7
5764,"Alright, no, we could look at them!",Phoebe,neutral,neutral,583,8
5765,I,Monica,neutral,neutral,583,9
5766,"Hi! I?m so glad you?re here, but it?s gonna be a while. I-I wished you?d called first.",Ross,joy,positive,584,0
5767,"Oh that?s all right, I?m coming back later with your father.",Mrs. Geller,neutral,neutral,584,1
5768,Oh good.,Ross,joy,positive,584,2
5769,I actually needed to talk to you before the birth.,Mrs. Geller,neutral,neutral,584,3
5770,"Okay, what?s up?",Ross,neutral,neutral,584,4
5771,"I brought something that I want to give you, assuming of course that you want it.",Mrs. Geller,neutral,neutral,584,5
5772,"Ma, you?re asking me to marry you?",Ross,surprise,negative,584,6
5773,"This is your grandmother?s engagement ring, I want you to give it to Rachel.",Mrs. Geller,joy,positive,584,7
5774,"Mom no, come on! Thank you.",Ross,surprise,positive,584,8
5775,Just hear me out!,Mrs. Geller,fear,negative,584,9
5776,"Maybe this would?ve happened if I?d been more nurturing, or I?d paid more attention, or I... had a uterus.",Ross,sadness,negative,585,0
5777,I can?t believe this!,Ross,sadness,negative,585,1
5778,"I know no, no, y'know you don?t deserve this, you don?t Ross.",Phoebe,sadness,negative,585,2
5779,"You?re, you?re really, you?re so good.",Phoebe,sadness,negative,585,3
5780,Thanks.,Ross,sadness,negative,585,4
5781,And you?re so sweet.  And you?re kind,Phoebe,neutral,neutral,585,5
5782,Thanks.,Ross,sadness,negative,585,6
5783,"Wait, wait, wait, wait, wait.",Ross,surprise,positive,585,7
5785,"Okay, it?s okay.",Phoebe,neutral,neutral,585,8
5787,"Wait, wait, wait.",Ross,joy,positive,585,9
5789,My foot is stuck in the pocket.,Ross,sadness,negative,585,10
5790,What?,Phoebe,surprise,negative,585,11
5791,"No, I can?t get it out.",Ross,sadness,negative,585,12
5792,Rachel?,Mark,neutral,neutral,586,0
5793,Yeah.  Hi Mark!,Rachel,surprise,positive,587,0
5794,"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",Mark,joy,positive,587,1
5795,"Oh, I did!",Rachel,surprise,positive,587,2
5796,Yes.,Mark,joy,positive,587,3
5797,Oh my God!!,Rachel,surprise,positive,587,4
5798,Congratulations...oh..wow,Joey,joy,positive,587,5
5799,I can?t believe I did this! What an idiot!,Chandler,anger,negative,588,0
5800,"Oh, stop beating yourself up!",Monica,sadness,negative,588,1
5801,People make mistakes!,Monica,neutral,neutral,588,2
5802,These things happen!,Monica,neutral,neutral,588,3
5803,There aren?t any message you?ve forgotten to give me are there?,Monica,neutral,neutral,588,4
5804,Apparently you?re not very good at it!,Monica,anger,negative,588,5
5805,I,Monica,neutral,neutral,588,6
5806,Philadelphia.,Earl,neutral,neutral,589,0
5807,"Oh my God! So was she! Oh, I?ve got-I?ve got goose bumps.",Phoebe,surprise,positive,589,1
5808,Really?,Earl,surprise,positive,589,2
5809,"Well, y?know I?m wearing layers and it?s warm.",Phoebe,neutral,neutral,589,3
5810,Yeah.,Joey,joy,positive,589,4
5811,"But if?no look, okay. These jerks might not care about you, but the universe does! And that says a lot!",Phoebe,sadness,negative,589,5
5812,Did you hear that?!,Earl,neutral,neutral,589,6
5813,I don?t need you guys to care about me!,Earl,anger,negative,589,7
5814,Because the universe cares!,Earl,joy,positive,589,8
5815,The whole universe!,Earl,joy,positive,589,9
5816,I really wished they?d care just a little bit though.,Earl,sadness,negative,589,10
5823,"I like this one.  It seems to say, ""I love you and that?s why I have to kill you.""",Ross,joy,positive,590,0
5824,"They can?t all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",Monica,joy,positive,590,1
5825,Oh my God! Those are my bedroom eyes?! Why did you ever sleep with me?,Chandler,surprise,negative,590,2
5826,Do you really want to pull at that thread?,Monica,surprise,negative,590,3
5827,I?m having a really good time!,Phoebe,joy,positive,590,4
5828,Me too! I?m sorry that guy in the subway licked your neck.,Kyle,sadness,negative,590,5
5829,"Ohh. No that?s okay, he?s a friend.",Phoebe,neutral,neutral,590,6
5830,"Hey uh, I don?t mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",Kyle,fear,negative,590,7
5831,"Yeah, I? Well y?know I-I mean I missed the-the semi-finals, so I?d just be lost.",Phoebe,sadness,negative,590,8
5832,"I know it?s really lame, but I got these tickets from my boss and?Oh no! No! No! My God!",Kyle,surprise,positive,590,9
5833,"Okay, don?t freak out. I?ll go.",Phoebe,neutral,neutral,590,10
5834,"No it?s? Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",Kyle,anger,negative,590,11
5835,"Okay, I know. Hold on.  Hey Ross?",Phoebe,neutral,neutral,590,12
5836,Yeah?,Ross,neutral,neutral,590,13
5837,"Yeah, umm that?s Whitney , Kyle?s ex-wife out there, now do you think that you can y?know divert her so that we can slip out?",Phoebe,neutral,neutral,590,14
5838,What?! No!,Ross,surprise,negative,590,15
5839,Well okay but I have two tickets to the ballroom dance finals.,Phoebe,neutral,neutral,590,16
5840,"Look, I don?t think so Pheebs.  All right, I?ll do it. But just because you?re a friend.",Ross,neutral,neutral,590,17
5841,"Well, I-I-I'm done with this. You want anything Ross? Sports? International? Apartment listings?",Chandler,neutral,neutral,591,0
5842,I'll take sports.,Ross,neutral,neutral,591,1
5843,Mine!,Joey,neutral,neutral,591,2
5844,"All right. Uhh, international.",Ross,neutral,neutral,591,3
5845,"Okay, look, I-I know what you guys are going to say",Ross,neutral,neutral,592,0
5846,You two will have very hairy children.,Phoebe,disgust,negative,592,1
5847,"Okay, I didn't know you would say that.",Ross,surprise,negative,592,2
5848,Ross! Janice?!,Rachel,anger,negative,592,3
5849,"All right, hold on!",Joey,neutral,neutral,592,4
5850,Hold on.,Joey,neutral,neutral,592,5
5851,Hold on.,Joey,neutral,neutral,592,6
5852,"This is Ross, okay?",Joey,neutral,neutral,592,7
5853,He's our friend.,Joey,neutral,neutral,592,8
5854,He obviously went crazy.,Joey,anger,negative,592,9
5855,He obviously lost his mind.,Joey,anger,negative,592,10
5857,So are you actually gonna see her again?,Phoebe,neutral,neutral,592,11
5858,Phoebe! Don't put ideas in his head!,Joey,anger,negative,592,12
5860,Damnit Phoebe!!,Joey,anger,negative,592,13
5861,"Hey, don?t we have to...",Ross,neutral,neutral,593,0
5862,"Yeah, we got, um-hmm.",Chandler,neutral,neutral,593,1
5863,"Umm, I think you?re really, really great...",Phoebe,joy,positive,593,2
